title,price,rating,total_reviews,product_description,reviews,reviews_rating,Shoe Type,word_count,char_count,title_length,price_length,rating_length,total_reviews_length,product_description_length,reviews_length,reviews_rating_length,Shoe Type_length,text_length,reviews_stemmed,title_stemmed,reviews_lemmatized,title_lemmatized,reviews_sentiment,sentiment_category,sentiment_encoded
redchief mens leather trekking hiking footwear shoes,,4.1,,Step out in style in these low ankle lace up casual Shoess for men from Red Chief. The highly padded upper and foot-bed will provide extreme comfort and flexibility. These men's casual Shoess are a casual Rustup of suede and nubuck leather with punch detailing and metal oval eyelets which makes them the best pick in your men's casual Shoess collection.,excellent good product nice shos red chief shoes brand good poor value quite money best shoes price range amazing go vfm shoe provides value money without issue fitting strength comfort super duper per given picture product delivered matching dark rust,4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,61,354,57,8,18,11,354,369,207,3,369,excel good product nice sho red chief shoe brand good poor valu quit money best shoe price rang amaz go vfm shoe provid valu money without issu fit strength comfort super duper per given pictur product deliv match dark rust,redchief men leather trek hike footwear shoe,excellent good product nice shos red chief shoe brand good poor value quite money best shoe price range amazing go vfm shoe provides value money without issue fitting strength comfort super duper per given picture product delivered matching dark rust,redchief men leather trekking hiking footwear shoe,0.4439393939393939,Positive,1
skechers men go walk maxprecision nordic walking shoes,,4.4,,Upper: Soft seamless and lightweight dual-tone mesh upper offers breathability flexibility and cooling comfort. Hot melt overlay at eye stay offers durability and stability. Pull tab on heel for easy wear on convenience. Bottom: Advanced GOGA MAX insole provides more cushioning and high rebound. 5GEN® bottom – Skechers proprietary technology which is light weight and provides more cushioning and rebound. Slip and Abrasion resistance property avoids slippage and protects bottom from early wear and tear.  Skechers a brand well known for its domination over global footwear industry has brought the legacy of stupendously awesome products innovations and supreme technology to India. Skechers understands the dynamic Indian footwear market and offers a wide range of shoes catering right from poker parties to running walking & gymming to casual shoes across every age and demographic it’s a shoe for every mood! This season Skechers has introduced sport shoes for both men and women.   Ever imagined a shoe that gives enhance support & cushion highly flexible breathable with seamless construction and extremely lightweight? Skechers sport shoes has it all. Thanks to the advanced Engineered Mesh construction making it an awesome sporty shoes. It is designed to increase breathability and flexibility while providing the strength and durability as a regular upper. The seamless one piece construction enhances the functionality of the shoe while eliminating unwanted layers. The minimal lallyers allow the mesh to form around your foot which also adds additional comfort.   ‘Feels like walking on the bed’ - That’s what memory foam does to your feet. Memory foam in Skechers sport shoes is an ultra-soft insole that instantly contours to foot which gives you customized cushioning system only to elevate everyday comfort. ,revised months comfortable shoes comfortable keep amazon performance shoes rather styling amazing quality comfortable comfortable shoes pic loved shoes,2.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,279,1827,55,8,18,11,1827,214,207,3,214,revis month comfort shoe comfort keep amazon perform shoe rather style amaz qualiti comfort comfort shoe pic love shoe,skecher men go walk maxprecis nordic walk shoe,revised month comfortable shoe comfortable keep amazon performance shoe rather styling amazing quality comfortable comfortable shoe pic loved shoe,skechers men go walk maxprecision nordic walking shoe,0.4833333333333334,Positive,1
clarks men bampton walk british tan lea formal shoes,,3.9,,Bampton Cap men's smart shoes black leather - These sleek looking men's shoes take a fresh approach with micro perforations on the premium black leather upper. Using a tapered last these shoes feature a slim but durable sole unit and a lace fastening for a secure fit.,used damaged shoes delivered nice shoes good shoe problem back fake met expectation worst service amazon added verified purchase report abuse verified purchase,1.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,47,268,52,8,18,11,268,210,207,3,210,use damag shoe deliv nice shoe good shoe problem back fake met expect worst servic amazon ad verifi purchas report abus verifi purchas,clark men bampton walk british tan lea formal shoe,used damaged shoe delivered nice shoe good shoe problem back fake met expectation worst service amazon added verified purchase report abuse verified purchase,clark men bampton walk british tan lea formal shoe,-0.040000000000000036,Negative,-1
puma propel el idp mens sportstyle shoes sneakers,,3.7,,PRODUCT STORY Propel EL IDP features mesh upper giving the foot breathability. The PUMA Formstrip on lateral sides add striking style to this comfortable everyday sneaker.DETAILSMesh upper for breathabilityLace closure for snug fitPUMA Formstrip on lateral sidesPadded collarRubber outsole,originalfake good light weight comfortable say product size issud bad quality like st copy bad quality good product fit large fitting better expected,1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men,39,289,50,8,18,11,289,218,207,3,218,originalfak good light weight comfort say product size issud bad qualiti like st copi bad qualiti good product fit larg fit better expect,puma propel el idp men sportstyl shoe sneaker,originalfake good light weight comfortable say product size issud bad quality like st copy bad quality good product fit large fitting better expected,puma propel el idp men sportstyle shoe sneaker,0.2103896103896104,Positive,1
puma mens pumasmashvulc sneakers,,4.1,, Performance on all levels - This is PUMA.___As one of the world’s leading sports brands PUMA believes in standing on the same playing field as the fastest athletes on the planet. With a mission of Forever Faster PUMA shares excitement in Teamsports innovates Golf brings style into Running and Training and performance into Motorsports. PUMA has associations with some of the most elite athletes such as sprint legend Usain Bolt star striker Antoine Griezmann Indian Cricket Captain Virat Kohli fashion icons like Cara Delevingne Selena Gomez and many more.  Puma is one of the world’s leading sports brands designing developing selling and marketing footwear apparel and accessories. For over 65 years Puma has established a history of making fast product designs for the fastest athletes on the planet. Puma offers performance and sport-inspired lifestyle products in categories such as Football Running Training and Fitness Golf and Motorsports. It engages in exciting collaborations with renowned design brands such as Alexander McQueen and Mihara Yasuhiro to bring innovative and fast designs to the sports world. The Puma Group owns the brands Puma Cobra Golf Tretorn Dobotex and Brandon. The company distributes its products in more than 120 countries employs more than 10000 people worldwide and is headquartered in Herzogenaurach Germany.,ist time use item courier buy size gets hot sweaty good product worst quality cheap products skin shoe peels good rainywinter season summer five stars nice shoes best amazon delivery sucks,1.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Men,208,1348,33,8,18,12,1348,265,207,3,265,ist time use item courier buy size get hot sweati good product worst qualiti cheap product skin shoe peel good rainywint season summer five star nice shoe best amazon deliveri suck,puma men pumasmashvulc sneaker,ist time use item courier buy size get hot sweaty good product worst quality cheap product skin shoe peel good rainywinter season summer five star nice shoe best amazon delivery suck,puma men pumasmashvulc sneaker,0.37857142857142856,Positive,1
asics men patriot running shoes,,4.0,,When you desire a mix of superior comfort and standout style look no further than the classic tempo. The basketball-inspired shoes showcase contemporary styling with a clean sleek upper. Understated yet sophisticated these shoes are the ideal choice to wear with everything every day. Accented using classic ASICS branding they’re a recognised style that will earn you style kudos on the streets.,best running shoes lightweight shoe damaged within months nice fitting comfortable shoes purchase asics thank u amazon fake great ok price fake shape fit great simply awesome,5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,62,396,34,8,18,12,396,241,207,3,241,best run shoe lightweight shoe damag within month nice fit comfort shoe purchas asic thank u amazon fake great ok price fake shape fit great simpli awesom,asic men patriot run shoe,best running shoe lightweight shoe damaged within month nice fitting comfortable shoe purchase asics thank u amazon fake great ok price fake shape fit great simply awesome,asics men patriot running shoe,0.45454545454545453,Positive,1
lee cooper mens lcetan formal shoes,,3.8,,Complete your corporate look by wearing this pair of loafers brought to you by Lee Cooper. It has a thermoplastic rubber sole that will provide you with optimum traction. Moreover the upper part is made of premium quality leather which lends it a refined finish while the slip on style ensures convenience.,amazon amazing original excellent product product original lee cooper spoiling lee coopers brand name duplicate good quality good price nice fit look upper material leather satisfaction level good looking comfort maintain ur quality,5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men,52,306,40,8,18,11,306,295,207,3,295,amazon amaz origin excel product product origin lee cooper spoil lee cooper brand name duplic good qualiti good price nice fit look upper materi leather satisfact level good look comfort maintain ur qualiti,lee cooper men lcetan formal shoe,amazon amazing original excellent product product original lee cooper spoiling lee cooper brand name duplicate good quality good price nice fit look upper material leather satisfaction level good looking comfort maintain ur quality,lee cooper men lcetan formal shoe,0.545,Positive,1
hush puppies men new fred formal shoes,,3.7,,Elevate your style with this classy pair of Formal Shoes from the house of HUSH PUPPIES. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,design flaw faulty item fit expected good product beware wont get customer service love hp defected pair shoes received defective product sent seems like used product quality rejected product dispached hush puppies expected shown picture check seller buying comfortable,1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars,Men,35,223,38,8,18,11,223,342,207,3,342,design flaw faulti item fit expect good product bewar wont get custom servic love hp defect pair shoe receiv defect product sent seem like use product qualiti reject product dispach hush puppi expect shown pictur check seller buy comfort,hush puppi men new fred formal shoe,design flaw faulty item fit expected good product beware wont get customer service love hp defected pair shoe received defective product sent seems like used product quality rejected product dispached hush puppy expected shown picture check seller buying comfortable,hush puppy men new fred formal shoe,0.3,Positive,1
hush puppies men zeal slip loafers,,3.7,,Elevate your style with this classy pair of Loafers from the house of HUSH PUPPIES. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,shoes made care total dissatisfaction n highly disappointed hush puppies n cloud tail good loafers fits well expected absolute filth comfortable defective piece tw different colors one pair shoe item got damaged week ok,2.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars,Men,34,218,37,8,18,11,218,275,207,3,275,shoe made care total dissatisfact n highli disappoint hush puppi n cloud tail good loafer fit well expect absolut filth comfort defect piec tw differ color one pair shoe item got damag week ok,hush puppi men zeal slip loafer,shoe made care total dissatisfaction n highly disappointed hush puppy n cloud tail good loafer fit well expected absolute filth comfortable defective piece tw different color one pair shoe item got damaged week ok,hush puppy men zeal slip loafer,0.15000000000000002,Positive,1
puma softride vital mens running shoes,,4.6,,PRODUCT STORY The SOFTRIDE Vital running shoes are designed to keep up with your pace wherever the day takes you. They feature a full-length SOFTRIDE midsole to keep you light on your feet plus a breathable upper. The real stand-out is the bold PUMA Wordmark branding on the sides. FEATURES & BENEFITS SOFTFOAM+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day DETAILS Low bootMesh upper made from recycled materialsSOFTRIDE midsole for extreme cushioningLace closurePUMA No. 1 logo on tonguePUMA Wordmark at lateral side,excellent product super verified purchase verified purchase verified purchase verified purchase verified purchase verified purchase verified purchase verified purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars,Men,93,596,39,8,18,10,596,185,207,3,185,excel product super verifi purchas verifi purchas verifi purchas verifi purchas verifi purchas verifi purchas verifi purchas verifi purchas,puma softrid vital men run shoe,excellent product super verified purchase verified purchase verified purchase verified purchase verified purchase verified purchase verified purchase verified purchase,puma softride vital men running shoe,0.6666666666666666,Positive,1
adidas mens adifloss running shoe,,4.2,,Light weight  Breathable Spacer Mesh. 3D Splash Printing on 3 Stripes & special grains printing on heel cap gives the shoe a vibrant & bold look. Ortholite sock liner for better cushioning. They feature a textile upper and a supportive cage that wraps aroundthe midfoot to give you stability where you need it most. Outsole : ADIWEAR: outsolefor best durability in high wear areas.,best buy thanks amazon seller local shoes adidas company shoes adidas best company superb received used shoes fantastic looks wise comfort wise star worth every single penny read poor quality tap material,4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars,Men,64,381,36,8,18,10,381,266,207,3,266,best buy thank amazon seller local shoe adida compani shoe adida best compani superb receiv use shoe fantast look wise comfort wise star worth everi singl penni read poor qualiti tap materi,adida men adifloss run shoe,best buy thanks amazon seller local shoe adidas company shoe adidas best company superb received used shoe fantastic look wise comfort wise star worth every single penny read poor quality tap material,adidas men adifloss running shoe,0.43896103896103894,Positive,1
red tape mens formal shoes,,4.0,,If you need formal shoes with immense durability and comfort qualities bank on these Red Tape Tan lace-up Derbies. Making them a perfect pair for long Wear are its leather upper and TPR (thermoplastic rubber) sole that guarantees a sophisticated look along with flexibility of movement.,defective item received fine elegant size small comfortable,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars,Men,46,286,27,8,18,10,286,76,102,3,76,defect item receiv fine eleg size small comfort,red tape men formal shoe,defective item received fine elegant size small comfortable,red tape men formal shoe,0.2666666666666667,Positive,1
hush puppies men aaron derby formal shoes,,4.1,,Elevate your style with this classy pair of Formal Shoes from the house of HUSH PUPPIES. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,product material upto mark original product hush pappies delivered old used shoes product doesnt look shown picture good product problem shoelace show sole poor quality great formal shoes ever bought amazon happy bad experience original old stock great product,1.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 2.0 out of 5 stars,Men,35,223,41,8,18,11,223,368,207,3,368,product materi upto mark origin product hush pappi deliv old use shoe product doesnt look shown pictur good product problem shoelac show sole poor qualiti great formal shoe ever bought amazon happi bad experi origin old stock great product,hush puppi men aaron derbi formal shoe,product material upto mark original product hush pappies delivered old used shoe product doesnt look shown picture good product problem shoelace show sole poor quality great formal shoe ever bought amazon happy bad experience original old stock great product,hush puppy men aaron derby formal shoe,0.2681818181818182,Positive,1
puma mens flexracer idp peacoatpomegranate sneaker,,4.0,,Flaunt the latest & coolest styles from PUMA,first impressions good good expected ok excellent purchase one bigger feet size light tight perfect please dont buy product fake puma shoe fake puma logo good product,5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars,Men,8,44,55,8,18,11,44,243,207,3,243,first impress good good expect ok excel purchas one bigger feet size light tight perfect pleas dont buy product fake puma shoe fake puma logo good product,puma men flexrac idp peacoatpomegran sneaker,first impression good good expected ok excellent purchase one bigger foot size light tight perfect please dont buy product fake puma shoe fake puma logo good product,puma men flexracer idp peacoatpomegranate sneaker,0.3054945054945055,Positive,1
nike mens downshifter running shoe,,4.8,,Ready for a unique running experience? The new Nike Downshifter 11 is made from a lightweight mesh upper that will offer perfect breathability while the soft foam in the midsole and flexible grooves will offer great comfort all the way,stars best product suppar nice shoes nike always nike verified purchase verified purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,40,235,38,8,18,10,235,108,144,3,108,star best product suppar nice shoe nike alway nike verifi purchas verifi purchas,nike men downshift run shoe,star best product suppar nice shoe nike always nike verified purchase verified purchase,nike men downshifter running shoe,0.8,Positive,1
skechers mens flex advantage osthurst sneaker,,4.5,,OSTHURST UPPER Lightweight mesh with pu overlays at toe panel and heel counter for stability.Gore feature for ease of wear and snug fit.,value money comfort comfortable shoe great product product exchange andwe waited since week light weight excellent regular wear walking good buy verified purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars,Men,23,136,50,8,18,10,136,224,144,3,224,valu money comfort comfort shoe great product product exchang andw wait sinc week light weight excel regular wear walk good buy verifi purchas,skecher men flex advantag osthurst sneaker,value money comfort comfortable shoe great product product exchange andwe waited since week light weight excellent regular wear walking good buy verified purchase,skechers men flex advantage osthurst sneaker,0.5499999999999999,Positive,1
lee cooper mens sneakers,,4.0,,Established in 1908 by Morris Cooper as a work wear production company Lee Cooper is a well-established brand in more than 100 countries worldwide. Known for its Apparel and Jeans wear collections Lee Cooper was introduced as a footwear brand in India by M&B Footwear (P) Ltd. in the year 1995.,manufacturer box damaged cant use keep quality looking good correct size awesome pooor one quality genuine products length ok width narrow fit poor variety suggest buy change product,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars,Men,51,294,25,8,18,11,294,263,207,3,263,manufactur box damag cant use keep qualiti look good correct size awesom pooor one qualiti genuin product length ok width narrow fit poor varieti suggest buy chang product,lee cooper men sneaker,manufacturer box damaged cant use keep quality looking good correct size awesome pooor one quality genuine product length ok width narrow fit poor variety suggest buy change product,lee cooper men sneaker,0.34285714285714286,Positive,1
xtep mens ultra lightweight synthetic leather upper skateboarding shoes,,4.2,,"Our Brand : Xtep is a leading international brand in sports and fashion offering smart shoes to trend-savvy people with the vision - ""To make Xtep a leading brand in global sports and fashion and to become a respected national brand operator"". The Perfect Stylish and Exquisite collection of XTEP Skateboard Shoes are the best companion for skateboarding and walking. Our brand is featured with technologically advanced designs and high-quality materials to improve the comfort and performance of shoes. These Skateboarding sneaker shoes for men is designed with exceptional fabric materials high styling and latest technology. It is designed to meet the needs of sports ethusiasts and fashion wizards. The innovative fashionable designs of these shoes gives a dynamic and sporty look. The bright and trendy colours of the shoe perfectly resonate with your electrifying personality.The iconic brand provides the opportunities to explore more on Fashion and Technology. White Shoes for Men Stylish : The Stylish & Classy outlook make these shoes more attarctive and appealing.This pair of shoes are embeded with latest design offers trendy and smart look. Ultra Light weight Flat and Wide Sole : These white sneaker shoes for men comes with broad and flat outsole provides better traction and support on complete skateboard. The flat sole helps to get more grip on skateboard surface. Choose Your Style : We offer you best skateboarding shoes pair with any of your denims or casuals. It is apparing very smart and trendy with athlete look. LightWeight Design : Shoes men are designed with premium quality upper materials and ultra soft rebounding sole which offers a lightweight feeling on your feet. Back counter Heel Support : Back counter Support for better stability and support to the feet. ",value money good shoes,5.0 out of 5 stars|| 4.0 out of 5 stars,Men,287,1795,72,8,18,9,1795,33,39,3,33,valu money good shoe,xtep men ultra lightweight synthet leather upper skateboard shoe,value money good shoe,xtep men ultra lightweight synthetic leather upper skateboarding shoe,0.7,Positive,1
asics mens,,4.3,,Power your performance and reach for every ball in the men's up court 3 volleyball shoe by ASICS. Designed with a contemporary design It also offers comfort and support during your match.   ,asics upcourt badminton shoes super comfortable great value perfect shoes solid qualityty amazon good one sure worth buying worth money little large upcourt thanks amazon excellent compact comfortable,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,32,190,11,8,18,10,190,247,207,3,247,asic upcourt badminton shoe super comfort great valu perfect shoe solid qualityti amazon good one sure worth buy worth money littl larg upcourt thank amazon excel compact comfort,asic men,asics upcourt badminton shoe super comfortable great value perfect shoe solid qualityty amazon good one sure worth buying worth money little large upcourt thanks amazon excellent compact comfortable,asics men,0.42572278911564626,Positive,1
hush puppies mens anderson new derby formal shoes,,3.7,,Experience great comfort walking in this pair of formal shoes from the house of Hush Puppies Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,good daily usage shoe meant professionals best formal shoes poor quality product review spectacular product bad laces poor product good product bt shoe lashes damaged go design,3.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 2.0 out of 5 stars,Men,35,227,50,8,18,10,227,227,207,3,227,good daili usag shoe meant profession best formal shoe poor qualiti product review spectacular product bad lace poor product good product bt shoe lash damag go design,hush puppi men anderson new derbi formal shoe,good daily usage shoe meant professional best formal shoe poor quality product review spectacular product bad lace poor product good product bt shoe lash damaged go design,hush puppy men anderson new derby formal shoe,0.17777777777777778,Positive,1
reebok mens essential tr lp running shoes,,3.9,,Reebok footwear are designed to set the pace for every day action.,comfortable shoes decent shoes cheap quality product rebook branding missing shoes comfort comfortable soft one hoax product comfortable good,4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,12,66,42,8,18,11,66,206,207,3,206,comfort shoe decent shoe cheap qualiti product rebook brand miss shoe comfort comfort soft one hoax product comfort good,reebok men essenti tr lp run shoe,comfortable shoe decent shoe cheap quality product rebook branding missing shoe comfort comfortable soft one hoax product comfortable good,reebok men essential tr lp running shoe,0.2958333333333333,Positive,1
hush puppies mens hpo flex formal shoes,,3.9,,Elevate your style with this classy pair of Formal Shoes from the house of HUSH PUPPIES. Featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade. Hush Puppies is the go-to footwear accessory and apparel brand that delivers the right mix of timeless style dependable comfort and quality. We provide the world’s most comfortable and stylish shoes accessories and apparel to help consumers look and feel their best. We know we’ve done our job when we see people smile the purest expression of comfort and style.,fake hush puppies shoes fake produce use hush puppies poor quality fake leather correct fit runs small amazon send copy hush puppies shoebe aware froud expected worst exp quality upto mark duplicate shoes soles changed,1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars,Men,95,586,41,8,18,11,586,337,207,3,337,fake hush puppi shoe fake produc use hush puppi poor qualiti fake leather correct fit run small amazon send copi hush puppi shoeb awar froud expect worst exp qualiti upto mark duplic shoe sole chang,hush puppi men hpo flex formal shoe,fake hush puppy shoe fake produce use hush puppy poor quality fake leather correct fit run small amazon send copy hush puppy shoebe aware froud expected worst exp quality upto mark duplicate shoe sol changed,hush puppy men hpo flex formal shoe,-0.2888888888888889,Negative,-1
adidas mens terrex cmtk ind walking shoe,,3.8,,Mens outdoor shoes with lace up closure and comfortable in wearing,yeh review padh daala toh decision jhingalala totally satisfied great shoes lucky,3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,11,66,41,8,18,10,66,103,81,3,103,yeh review padh daala toh decis jhingalala total satisfi great shoe lucki,adida men terrex cmtk ind walk shoe,yeh review padh daala toh decision jhingalala totally satisfied great shoe lucky,adidas men terrex cmtk ind walking shoe,0.5444444444444444,Positive,1
asics mens jolt running shoe,,4.2,,Run and walk in comfort with the new JOLT™ 3 shoe. This shoe combines a soft E.V.A midsole with a solid rubber outsole for improved durability. Drawing inspiration from our longstanding GT series this trainer offers classic styling and a great fit. To make this edition even softer and move with your foot better on the run we have engineered more flex grooves in the midsole and outsole. The upper is reinforced with stitch down overlays to keep your foot more secure on the platform. Lastly a more accommodating forefoot fit and a soft ORTHOLITE™ sockliner will help keep you comfortable throughout the day.,get another size ordered smooth comfortable side itching large shoe provide good product expected acsics mens jolt useful ankle knee joint pain verified purchase verified purchase verified purchase,1.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,104,609,31,8,18,11,609,253,207,3,253,get anoth size order smooth comfort side itch larg shoe provid good product expect acsic men jolt use ankl knee joint pain verifi purchas verifi purchas verifi purchas,asic men jolt run shoe,get another size ordered smooth comfortable side itching large shoe provide good product expected acsics men jolt useful ankle knee joint pain verified purchase verified purchase verified purchase,asics men jolt running shoe,0.319047619047619,Positive,1
puma cell vive clean mens running shoes,,4.5,,PRODUCT STORY PUMA's premium 10CELL design language speaks to the people in the Cell Vive Clean Men's Running Shoe. This reasonably priced piece is artistically sculpted with EVA material at the midsole for an ergonomic fit that honours your foot's organic contours. FEATURES & BENEFITS CMEVA: PUMA's compression-moulded EVA material for lightweight performance DETAILS Low bootBold mesh upper with overlaysCushioned midsole for comfortRubber outsole for gripPUMA Cat Logo at lateral toePUMA Wordmark at heel,good shoes excellent good one light weight shoes walkingamazing look,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,74,508,40,8,18,10,508,84,81,3,84,good shoe excel good one light weight shoe walkingamaz look,puma cell vive clean men run shoe,good shoe excellent good one light weight shoe walkingamazing look,puma cell vive clean men running shoe,0.7,Positive,1
red chief casual shoes men rc,,3.8,,Look smart wearing these casual shoes from Red Chief. A must-have for urban men these lace-ups feature a genuine leather upper and a rubber sole. A perfect blend of style and comfort these men's casual shoes are worth investing in.,fully comfortable heavy lovely shoes fits good good product updated months use dont thinkjust go quality really good strong sturdy good nice worth product bulky legs people woodland woodland comparison,4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars,Men,40,231,37,8,18,12,231,280,207,3,280,fulli comfort heavi love shoe fit good good product updat month use dont thinkjust go qualiti realli good strong sturdi good nice worth product bulki leg peopl woodland woodland comparison,red chief casual shoe men rc,fully comfortable heavy lovely shoe fit good good product updated month use dont thinkjust go quality really good strong sturdy good nice worth product bulky leg people woodland woodland comparison,red chief casual shoe men rc,0.47575757575757577,Positive,1
